summary,journey_id,end,start
Push the boundaries of human exploration,82db9800-ce21-11f4-8080-808080808080,2029-09-13 10:36:01.000+0000,2029-05-03 20:57:26.000+0000
Deploy satellites,b904f080-c16e-11f4-8080-808080808080,2029-12-15 21:41:49.000+0000,2029-03-28 22:50:21.000+0000
Bring supplies to space center,844e3900-bfb6-11f4-8080-808080808080,2029-08-03 20:57:09.000+0000,2029-05-25 18:56:36.000+0000
Find new forms of life,62f5e300-bb99-11f4-8080-808080808080,2029-09-10 00:50:27.000+0000,2029-06-07 13:58:18.000+0000
Bring passengers to the moon,ebbf4100-bafd-11f4-8080-808080808080,2029-01-16 17:35:57.000+0000,2029-01-04 22:00:17.000+0000
Land on Mars,08f98a00-b5a9-11f4-8080-808080808080,2029-04-07 17:33:55.000+0000,2029-01-23 00:58:18.000+0000
Deploy new internet beacons,42c56780-b3d4-11f4-8080-808080808080,2029-12-17 11:35:24.000+0000,2029-08-09 22:39:49.000+0000
Crew rotation,45393f00-a470-11f4-8080-808080808080,2029-12-08 03:52:25.000+0000,2029-03-05 05:51:17.000+0000
Crew rotation,f1787180-a000-11ed-8080-808080808080,2023-06-27 05:10:44.000+0000,2023-03-17 14:40:01.000+0000
Test new spacecraft model,bd4e7380-9f62-11ed-8080-808080808080,2023-10-24 02:16:22.000+0000,2023-05-05 12:55:38.000+0000
Test new spacecraft model,f9637d80-9af7-11ed-8080-808080808080,2023-02-15 22:44:15.000+0000,2023-01-04 12:37:54.000+0000
Land on Mars,cf563800-9752-11ed-8080-808080808080,2023-12-19 20:49:53.000+0000,2023-03-16 15:42:48.000+0000
Push the boundaries of human exploration,ea07bd00-9710-11ed-8080-808080808080,2023-08-24 06:35:02.000+0000,2023-08-09 09:14:17.000+0000
Land on Mars,075d1580-9324-11ed-8080-808080808080,2023-05-19 16:52:38.000+0000,2023-01-18 17:09:04.000+0000
Find new forms of life,0374c780-9313-11ed-8080-808080808080,2023-08-01 21:17:13.000+0000,2023-03-11 13:50:34.000+0000
Go to edge of solar system,fcda3900-91c8-11ed-8080-808080808080,2023-04-27 01:54:33.000+0000,2023-04-21 04:29:31.000+0000
Deploy satellites,23e91b80-90a0-11ed-8080-808080808080,2023-12-11 19:11:20.000+0000,2023-05-29 10:00:06.000+0000
Deploy new internet beacons,9be0bd00-8c2c-11ed-8080-808080808080,2023-02-21 10:23:43.000+0000,2023-02-04 21:53:44.000+0000
ISS crew rotation.,c85cc000-ac58-11e6-8080-808080808080,2017-06-02 00:00:00.000+0000,2016-11-17 00:00:00.000+0000
Salyut 6 crew rotation.,ccf32c00-a1d0-11bd-8080-808080808080,1980-10-11 09:50:00.000+0000,1980-04-09 13:38:00.000+0000
United States Microgravity Laboratory-I (USML-1): various microgravity experiments.,7ca5be00-5296-11cb-8080-808080808080,1992-07-09 11:51:00.000+0000,1992-06-25 16:21:00.000+0000
Go to edge of solar system,9260c680-3a15-11f7-8080-808080808080,2031-08-17 12:34:35.000+0000,2031-05-01 12:17:16.000+0000
Tourist flight,05abc500-3704-11f7-8080-808080808080,2031-10-06 19:14:50.000+0000,2031-03-07 12:24:19.000+0000
Land on Mars,d2ba4200-2f49-11f7-8080-808080808080,2031-10-25 04:25:19.000+0000,2031-10-23 20:30:27.000+0000
Test new spacecraft model,f31dc800-0ed8-11f7-8080-808080808080,2031-10-07 18:01:44.000+0000,2031-06-19 00:08:53.000+0000
Deploy satellites,67f55180-07b7-11f7-8080-808080808080,2031-06-18 13:27:10.000+0000,2031-01-07 17:21:58.000+0000
Push the boundaries of human exploration,94905880-0653-11f7-8080-808080808080,2031-11-04 15:20:22.000+0000,2031-09-05 01:08:03.000+0000
Go to edge of solar system,640cd800-05db-11f7-8080-808080808080,2031-12-11 07:51:41.000+0000,2031-06-18 09:48:32.000+0000
Find new forms of life,83aaee80-0550-11f7-8080-808080808080,2031-10-04 11:15:31.000+0000,2031-09-15 19:14:46.000+0000
Push the boundaries of human exploration,aff49b80-fde9-11f6-8080-808080808080,2031-12-15 18:36:56.000+0000,2031-06-20 18:35:59.000+0000
Bring passengers to the moon,9c6a6780-f668-11f6-8080-808080808080,2031-12-20 14:32:15.000+0000,2031-10-19 11:33:07.000+0000
Deploy new internet beacons,d4316c80-c3e5-11ee-8080-808080808080,2024-10-04 16:37:21.000+0000,2024-07-20 07:35:35.000+0000
Tourist flight,ed0d9400-bcfa-11ee-8080-808080808080,2024-11-22 10:59:05.000+0000,2024-11-02 13:50:02.000+0000
Go to edge of solar system,d5d5f480-b5de-11ee-8080-808080808080,2024-04-25 20:23:27.000+0000,2024-03-09 06:10:59.000+0000
Crew rotation,c6ad5480-b4c1-11ee-8080-808080808080,2024-11-10 06:46:12.000+0000,2024-05-28 15:13:40.000+0000
Push the boundaries of human exploration,c0f34700-b4a0-11ee-8080-808080808080,2024-12-14 12:57:41.000+0000,2024-12-12 22:42:12.000+0000
Go to edge of solar system,cc0c5580-b1c8-11ee-8080-808080808080,2024-10-02 16:24:23.000+0000,2024-06-08 00:49:32.000+0000
Find new forms of life,d1576080-aea7-11ee-8080-808080808080,2024-12-05 16:43:00.000+0000,2024-05-21 04:08:10.000+0000
Deploy new internet beacons,0fd42780-ae76-11ee-8080-808080808080,2024-08-09 03:06:34.000+0000,2024-06-23 19:52:09.000+0000
Bring supplies to space center,1a97a980-adef-11ee-8080-808080808080,2024-11-07 03:54:57.000+0000,2024-05-04 05:10:21.000+0000
Go to edge of solar system,1a799b80-ac81-11ee-8080-808080808080,2024-11-01 00:01:38.000+0000,2024-02-21 13:30:03.000+0000
Mir crew rotation.,9055d400-7610-11cc-8080-808080808080,1994-01-14 08:24:00.000+0000,1993-07-01 14:38:00.000+0000
Bring supplies to space center,eeb94580-721f-11f4-8080-808080808080,2029-03-25 06:49:35.000+0000,2029-01-22 23:39:30.000+0000
Crew rotation,2b2a7880-7203-11f4-8080-808080808080,2029-11-28 21:12:16.000+0000,2029-06-25 22:19:28.000+0000
Land on Mars,ca971200-702f-11f4-8080-808080808080,2029-02-24 10:34:09.000+0000,2029-01-21 20:57:33.000+0000
Tourist flight,1cf21780-6fcb-11f4-8080-808080808080,2029-11-17 13:42:33.000+0000,2029-07-05 02:06:39.000+0000
Crew rotation,cc9d9a00-6f77-11f4-8080-808080808080,2029-11-09 01:55:01.000+0000,2029-01-07 04:34:18.000+0000
Go to edge of solar system,35a86080-692d-11f4-8080-808080808080,2029-04-27 05:45:37.000+0000,2029-01-23 04:44:53.000+0000
Test new spacecraft model,5e3c9780-6182-11f4-8080-808080808080,2029-11-29 17:43:36.000+0000,2029-10-06 03:50:36.000+0000
Land on Mars,4ee20200-5f68-11f4-8080-808080808080,2029-10-20 22:03:55.000+0000,2029-02-07 16:48:11.000+0000
Find new forms of life,d9fe4d80-59e6-11f4-8080-808080808080,2029-06-25 04:15:09.000+0000,2029-06-02 08:19:42.000+0000
Bring passengers to the moon,d6d11080-5553-11f4-8080-808080808080,2029-04-12 10:43:40.000+0000,2029-03-08 06:10:37.000+0000
,9dc6f800-aace-11be-8080-808080808080,1981-05-26 12:37:00.000+0000,1981-03-12 19:00:00.000+0000
Mir crew rotation and resupply.,e388dc00-3617-11d1-8080-808080808080,1997-10-06 21:55:00.000+0000,1997-09-26 02:34:00.000+0000
Deploy satellites,125e2a00-c4ae-11f0-8080-808080808080,2025-06-21 16:01:24.000+0000,2025-06-16 18:09:54.000+0000
Deploy satellites,3512bd80-c02c-11f0-8080-808080808080,2025-09-27 23:09:45.000+0000,2025-09-20 12:56:14.000+0000
Deploy new internet beacons,bb52f580-ab8d-11f0-8080-808080808080,2025-06-29 19:42:52.000+0000,2025-03-24 02:11:57.000+0000
Find new forms of life,d3e17e00-a66a-11f0-8080-808080808080,2025-04-25 01:09:04.000+0000,2025-02-24 14:26:55.000+0000
Bring supplies to space center,747ad280-9fc7-11f0-8080-808080808080,2025-01-02 14:36:31.000+0000,2025-01-01 04:12:17.000+0000
Tourist flight,1a7f3080-96dc-11f0-8080-808080808080,2025-11-17 22:44:22.000+0000,2025-07-02 02:37:42.000+0000
Land on Mars,307beb00-9621-11f0-8080-808080808080,2025-07-20 20:25:33.000+0000,2025-02-15 15:42:31.000+0000
Tourist flight,cc923080-8d9d-11f0-8080-808080808080,2025-05-25 15:19:33.000+0000,2025-01-26 10:40:55.000+0000
Tourist flight,17e6c080-89e5-11f0-8080-808080808080,2025-09-18 15:07:44.000+0000,2025-06-03 14:44:10.000+0000
Bring supplies to space center,51a92900-7876-11f0-8080-808080808080,2025-07-22 10:41:24.000+0000,2025-01-25 20:29:40.000+0000
Microgravity experiments.,9c6a4600-0ae6-11cf-8080-808080808080,1995-11-05 11:46:00.000+0000,1995-10-20 13:53:00.000+0000
First EVA.,d0f99800-bee4-11ac-8080-808080808080,1965-03-19 09:02:00.000+0000,1965-03-18 07:00:00.000+0000
Radar mapping of Earth and atmospheric research.,875a1600-538b-11cd-8080-808080808080,1994-04-20 16:54:00.000+0000,1994-04-09 11:05:00.000+0000
,5efc6800-3104-11c9-8080-808080808080,1990-12-10 06:07:00.000+0000,1990-08-01 09:32:00.000+0000
Capture and return to Earth of Space Flyer Unit (Japanese microgravity research spacecraft).,287a9e00-4bfc-11cf-8080-808080808080,1996-01-20 07:42:00.000+0000,1996-01-11 09:41:00.000+0000
,26116400-5294-11b8-8080-808080808080,1975-07-24 21:18:00.000+0000,1975-07-15 19:50:00.000+0000
First South African in space (Shuttleworth). Second space tourist (Shuttleworth).,4f2e4c00-5815-11d6-8080-808080808080,2002-05-05 03:52:00.000+0000,2002-04-25 06:26:00.000+0000
ISS crew rotation.,92a9f600-779a-11d7-8080-808080808080,2003-10-28 02:14:00.000+0000,2003-04-26 03:53:00.000+0000
Ultraviolet and X-ray astronomy (ASTRO-1 observatory).,23e27200-9194-11c9-8080-808080808080,1990-12-11 05:48:00.000+0000,1990-12-02 06:43:00.000+0000
Miscellaneous scientific experiments. First Japanese EVA (Doi). First Ukrainian in space (Kadenyuk).,01098c00-6117-11d1-8080-808080808080,1997-12-05 12:20:00.000+0000,1997-11-19 19:46:00.000+0000
ISS crew rotation.,36190000-d414-11e4-8080-808080808080,2015-09-12 00:00:00.000+0000,2015-03-27 00:00:00.000+0000
ISS crew rotation.,32460000-ad54-11de-8080-808080808080,2010-03-18 00:00:00.000+0000,2009-09-30 00:00:00.000+0000
Find new forms of life,e38e6f00-d84f-11ea-8080-808080808080,2020-10-05 09:49:36.000+0000,2020-07-04 09:49:37.000+0000
Crew rotation,530f3c00-d734-11ea-8080-808080808080,2020-08-27 16:24:47.000+0000,2020-03-08 04:18:29.000+0000
Crew rotation,c81d6180-cd83-11ea-8080-808080808080,2020-07-13 02:37:42.000+0000,2020-06-13 11:28:35.000+0000
Bring passengers to the moon,f9ebc280-c10b-11ea-8080-808080808080,2020-11-08 01:06:31.000+0000,2020-02-12 12:19:50.000+0000
Test new spacecraft model,797b5680-beac-11ea-8080-808080808080,2020-05-12 02:37:58.000+0000,2020-02-27 20:16:49.000+0000
Find new forms of life,ac094e80-bddb-11ea-8080-808080808080,2020-08-09 19:30:01.000+0000,2020-02-05 03:56:27.000+0000
Deploy new internet beacons,60134400-b7f4-11ea-8080-808080808080,2020-04-25 07:04:54.000+0000,2020-03-28 07:49:23.000+0000
Crew rotation,04af7380-ad69-11ea-8080-808080808080,2020-12-06 09:55:29.000+0000,2020-03-21 17:26:37.000+0000
Bring passengers to the moon,2db82780-a3ab-11ea-8080-808080808080,2020-11-15 14:44:15.000+0000,2020-08-15 19:19:57.000+0000
Land on Mars,40d8dc80-986e-11ea-8080-808080808080,2020-09-03 01:40:57.000+0000,2020-02-11 13:22:08.000+0000
Mir crew rotation and resupply. First joint US-Russian space walk.,58f3b000-ccfa-11d0-8080-808080808080,1997-05-24 13:27:00.000+0000,1997-05-15 08:08:00.000+0000
Spacelab-2 mission. Miscellaneous science experiments. Three communications satellites deployed.,7096b200-9429-11c3-8080-808080808080,1985-08-06 19:52:00.000+0000,1985-07-29 21:07:00.000+0000
Bring passengers to the moon,a8a56100-8357-11f1-8080-808080808080,2026-09-12 06:48:43.000+0000,2026-04-01 19:34:12.000+0000
Crew rotation,0cbfd200-7fb2-11f1-8080-808080808080,2026-06-27 04:02:23.000+0000,2026-06-11 05:28:08.000+0000
Push the boundaries of human exploration,0eeeee80-7bb6-11f1-8080-808080808080,2026-03-28 05:14:19.000+0000,2026-01-23 21:40:59.000+0000
Find new forms of life,e1faf700-7b35-11f1-8080-808080808080,2026-09-21 00:00:44.000+0000,2026-07-29 04:23:32.000+0000
Find new forms of life,0e8af500-7923-11f1-8080-808080808080,2026-12-09 03:19:49.000+0000,2026-01-01 12:08:02.000+0000
Push the boundaries of human exploration,543be400-6556-11f1-8080-808080808080,2026-07-03 23:07:05.000+0000,2026-01-12 20:16:08.000+0000
Go to edge of solar system,95ea4080-586e-11f1-8080-808080808080,2026-03-12 19:13:45.000+0000,2026-02-26 06:46:59.000+0000
Bring passengers to the moon,df124d00-5488-11f1-8080-808080808080,2026-06-05 20:51:59.000+0000,2026-05-25 19:19:01.000+0000
Deploy satellites,b473f900-4c2b-11f1-8080-808080808080,2026-10-28 12:06:57.000+0000,2026-02-23 01:36:18.000+0000
Deploy new internet beacons,ca1dc000-4998-11f1-8080-808080808080,2026-10-16 02:22:45.000+0000,2026-07-09 01:31:18.000+0000
Atmospheric and solar observations.,73f5f400-cc24-11cd-8080-808080808080,1994-09-20 21:11:00.000+0000,1994-09-09 22:22:00.000+0000
Mir crew rotation and resupply.,252a5000-6c5e-11d0-8080-808080808080,1997-01-22 14:22:00.000+0000,1997-01-12 09:28:00.000+0000
ISS crew rotation.,52398000-4a51-11de-8080-808080808080,2009-12-01 00:00:00.000+0000,2009-05-27 00:00:00.000+0000
,a8d79000-aa89-11c8-8080-808080808080,1990-08-09 07:35:00.000+0000,1990-02-11 06:16:00.000+0000
First Cuban and first black person in space (Tamayo-Mendez).,28e0ba00-214c-11be-8080-808080808080,1980-09-26 15:54:00.000+0000,1980-09-18 19:11:00.000+0000
Communications satellite deployed. Miscellaneous scientific experiments. First senator in space (Garn).,32739200-3f0f-11c3-8080-808080808080,1985-04-19 13:50:00.000+0000,1985-04-12 13:55:00.000+0000
Resumption of ISS assembly. First Canadian to operate Canadarm2. Delivery of the second set of solar arrays and batteries.,22db4000-3f96-11db-8080-808080808080,2006-09-21 00:00:00.000+0000,2006-09-09 00:00:00.000+0000
Tourist flight,59053e00-48e1-11ec-8080-808080808080,2021-09-24 10:59:27.000+0000,2021-08-24 10:38:56.000+0000
Tourist flight,1a245200-44b5-11ec-8080-808080808080,2021-12-25 21:22:13.000+0000,2021-09-23 23:58:46.000+0000
Go to edge of solar system,9bd70680-1e9a-11ec-8080-808080808080,2021-04-11 09:39:14.000+0000,2021-01-12 11:35:54.000+0000
Land on Mars,303e3f00-1cca-11ec-8080-808080808080,2021-08-22 05:14:11.000+0000,2021-06-17 23:31:17.000+0000
Crew rotation,5b803600-10ef-11ec-8080-808080808080,2021-11-22 11:16:38.000+0000,2021-01-24 09:40:31.000+0000
Bring supplies to space center,7b94e000-04c7-11ec-8080-808080808080,2021-10-25 06:58:26.000+0000,2021-06-02 11:28:27.000+0000
Deploy satellites,4a9df980-fcd6-11eb-8080-808080808080,2021-05-29 07:52:29.000+0000,2021-01-23 15:14:30.000+0000
Find new forms of life,560aa780-e35b-11eb-8080-808080808080,2021-06-12 13:11:53.000+0000,2021-04-18 17:11:40.000+0000
Deploy new internet beacons,ffea5a00-da66-11eb-8080-808080808080,2021-04-12 11:44:59.000+0000,2021-02-21 14:48:18.000+0000
Deploy new internet beacons,1ce15080-cfc4-11eb-8080-808080808080,2021-07-23 03:51:12.000+0000,2021-02-12 16:06:33.000+0000
ISS crew rotation.,3c0bec00-012d-11d8-8080-808080808080,2003-10-28 02:14:00.000+0000,2003-10-18 05:38:00.000+0000
First rendezvous with two different objects.,05e96800-3e15-11ae-8080-808080808080,1966-07-21 21:06:00.000+0000,1966-07-18 22:20:00.000+0000
Bring supplies to space center,7ad3e880-b99f-11ed-8080-808080808080,2023-12-12 09:51:11.000+0000,2023-01-13 07:22:19.000+0000
Land on Mars,7f13d080-b7fc-11ed-8080-808080808080,2023-10-21 18:14:31.000+0000,2023-10-15 20:41:32.000+0000
Deploy satellites,07b12780-b5d7-11ed-8080-808080808080,2023-09-09 10:35:06.000+0000,2023-09-09 15:22:56.000+0000
Crew rotation,b31c0580-af61-11ed-8080-808080808080,2023-07-16 16:24:51.000+0000,2023-06-15 00:21:28.000+0000
Tourist flight,7ec81c80-ae6f-11ed-8080-808080808080,2023-11-28 03:44:21.000+0000,2023-01-28 23:23:15.000+0000
Crew rotation,2ba93080-aa4f-11ed-8080-808080808080,2023-11-06 23:07:05.000+0000,2023-01-13 09:24:07.000+0000
Tourist flight,c08e3880-aa13-11ed-8080-808080808080,2023-03-26 04:43:50.000+0000,2023-01-11 15:59:54.000+0000
Find new forms of life,cc91d180-a911-11ed-8080-808080808080,2023-07-14 03:20:14.000+0000,2023-07-05 01:53:45.000+0000
Deploy new internet beacons,acb37580-a4ed-11ed-8080-808080808080,2023-11-04 13:52:27.000+0000,2023-02-11 21:00:53.000+0000
Deploy new internet beacons,64d52400-a4d6-11ed-8080-808080808080,2023-09-01 06:23:59.000+0000,2023-02-11 13:55:33.000+0000
ISS crew rotation and assemblyFirst Swede in space (Fuglesang),60dc4000-87e1-11db-8080-808080808080,2006-12-22 00:00:00.000+0000,2006-12-10 00:00:00.000+0000
Tourist flight,0d902680-7ef8-11f7-8080-808080808080,2031-02-07 16:31:23.000+0000,2031-01-09 21:04:32.000+0000
Land on Mars,b8a26b00-7a34-11f7-8080-808080808080,2031-09-13 00:19:33.000+0000,2031-02-13 17:01:12.000+0000
Deploy new internet beacons,1b3db380-6a01-11f7-8080-808080808080,2031-11-17 00:42:51.000+0000,2031-08-19 23:12:50.000+0000
Test new spacecraft model,610d1b80-6691-11f7-8080-808080808080,2031-10-05 06:47:48.000+0000,2031-09-24 11:27:47.000+0000
Bring supplies to space center,7a2d5b00-6292-11f7-8080-808080808080,2031-09-23 23:09:40.000+0000,2031-05-17 03:47:31.000+0000
Find new forms of life,7dfd3b80-52eb-11f7-8080-808080808080,2031-12-13 13:46:47.000+0000,2031-02-08 08:50:28.000+0000
Push the boundaries of human exploration,3ce59700-4c1a-11f7-8080-808080808080,2031-12-21 15:30:42.000+0000,2031-09-03 12:28:14.000+0000
Tourist flight,33c88480-482c-11f7-8080-808080808080,2031-08-21 02:30:59.000+0000,2031-05-07 05:44:33.000+0000
Deploy satellites,c4bfdb80-43a6-11f7-8080-808080808080,2031-11-24 00:43:10.000+0000,2031-05-25 03:27:12.000+0000
Find new forms of life,752cc300-4273-11f7-8080-808080808080,2031-12-24 11:58:39.000+0000,2031-05-20 12:33:54.000+0000
Three communications satellites deployed. Demonstration of in-orbit construction techniques. First Mexican in space (Neri Vela).,667aa800-f291-11c3-8080-808080808080,1985-12-03 21:33:00.000+0000,1985-11-27 00:28:00.000+0000
,3718fa00-ebb5-11d6-8080-808080808080,2002-11-10 00:04:00.000+0000,2002-10-30 03:11:00.000+0000
Mir repairs. 39th and final Mir mission.,031dce00-09e6-11d4-8080-808080808080,2000-06-16 00:44:00.000+0000,2000-04-04 05:01:00.000+0000
Bring supplies to space center,c20b9480-534e-11f2-8080-808080808080,2027-04-20 09:30:24.000+0000,2027-04-04 07:19:22.000+0000
Deploy new internet beacons,23402780-5105-11f2-8080-808080808080,2027-10-01 02:50:10.000+0000,2027-08-13 19:28:45.000+0000
Tourist flight,e06a4b00-5043-11f2-8080-808080808080,2027-12-24 22:25:46.000+0000,2027-06-10 12:43:15.000+0000
Bring supplies to space center,7bb8dd00-4fbe-11f2-8080-808080808080,2027-02-23 03:16:52.000+0000,2027-02-05 10:29:33.000+0000
Tourist flight,12ef3900-4ec8-11f2-8080-808080808080,2027-04-15 02:51:52.000+0000,2027-04-11 23:58:47.000+0000
Crew rotation,7eeb2080-4a34-11f2-8080-808080808080,2027-11-08 15:19:56.000+0000,2027-02-22 03:58:01.000+0000
Find new forms of life,aa281100-4876-11f2-8080-808080808080,2027-05-24 19:39:20.000+0000,2027-05-09 01:22:20.000+0000
Crew rotation,ed923d80-4632-11f2-8080-808080808080,2027-12-03 16:13:16.000+0000,2027-01-02 06:26:39.000+0000
Test new spacecraft model,dc1c1c00-440d-11f2-8080-808080808080,2027-02-03 19:30:30.000+0000,2027-01-19 20:36:32.000+0000
Find new forms of life,cf359d80-3fb3-11f2-8080-808080808080,2027-10-01 00:13:54.000+0000,2027-03-11 11:14:02.000+0000
ISS crew rotation.,5b91c000-ec9c-11e5-8080-808080808080,2016-09-07 00:00:00.000+0000,2016-03-18 00:00:00.000+0000
"ISS assembly, maintenance and supply.",6791cc00-da2d-11d6-8080-808080808080,2002-10-18 15:43:00.000+0000,2002-10-07 19:46:00.000+0000
"Second American manned suborbital flight (altitude 118.26mi, 190km).",2d2f1800-a53c-11a8-8080-808080808080,1961-07-21 12:35:00.000+0000,1961-07-21 12:20:00.000+0000
First woman in space.,929adc00-c746-11aa-8080-808080808080,1963-06-19 08:20:00.000+0000,1963-06-16 09:30:00.000+0000
"ISS crew rotation, assembly and supply.",14df2200-e9ce-11d5-8080-808080808080,2001-12-17 17:55:00.000+0000,2001-12-05 22:19:00.000+0000
Successful boarding of Salyut 1 (first manned space station). All crew died on re-entry due to air leak.,9abeaa00-b762-11b3-8080-808080808080,1971-06-29 23:16:00.000+0000,1971-06-06 04:55:00.000+0000
Test new spacecraft model,6c947100-42ec-11f3-8080-808080808080,2028-08-28 21:29:49.000+0000,2028-02-18 20:12:14.000+0000
Bring supplies to space center,56a79180-4295-11f3-8080-808080808080,2028-12-12 21:52:51.000+0000,2028-01-03 18:15:27.000+0000
Bring supplies to space center,34ad0f80-4293-11f3-8080-808080808080,2028-11-25 01:27:35.000+0000,2028-05-26 21:34:41.000+0000
Crew rotation,0e64b580-39f1-11f3-8080-808080808080,2028-05-22 02:22:10.000+0000,2028-02-24 21:44:42.000+0000
Land on Mars,b037c400-3957-11f3-8080-808080808080,2028-08-24 17:58:24.000+0000,2028-04-16 18:30:13.000+0000
Crew rotation,7c499980-3898-11f3-8080-808080808080,2028-12-29 03:55:45.000+0000,2028-06-24 22:04:03.000+0000
Tourist flight,a9b4ef80-35d9-11f3-8080-808080808080,2028-06-22 17:24:52.000+0000,2028-02-08 13:15:39.000+0000
Tourist flight,d517db80-3500-11f3-8080-808080808080,2028-11-25 20:29:37.000+0000,2028-03-08 13:32:24.000+0000
Land on Mars,53bc3700-299f-11f3-8080-808080808080,2028-05-10 16:31:12.000+0000,2028-01-28 13:34:47.000+0000
Push the boundaries of human exploration,1f7d0980-2673-11f3-8080-808080808080,2028-09-18 13:49:35.000+0000,2028-02-26 12:33:38.000+0000
ISS crew rotation.,c8bd4000-a2be-11e5-8080-808080808080,2016-06-18 00:00:00.000+0000,2015-12-15 00:00:00.000+0000
ISS crew rotation.,02eec000-e5fb-11e3-8080-808080808080,2014-11-10 00:00:00.000+0000,2014-05-28 00:00:00.000+0000
ISS assembly Delivery of Tranquility and Cupola,e6634000-1444-11df-8080-808080808080,2010-02-22 00:00:00.000+0000,2010-02-08 00:00:00.000+0000
Mir crew rotation. Technology experiments. First European EVA (Chr̩tien).,7a55be00-4f86-11c7-8080-808080808080,1988-12-21 09:57:00.000+0000,1988-11-26 15:49:00.000+0000
First Czech astronaut and first astronaut not from USA or USSR (Remek).,c3318000-4597-11bb-8080-808080808080,1978-03-10 13:44:00.000+0000,1978-03-02 15:28:00.000+0000
Deploy satellites,bcb09300-21c1-11f2-8080-808080808080,2027-04-27 14:43:56.000+0000,2027-04-06 04:38:06.000+0000
Deploy satellites,08762480-214f-11f2-8080-808080808080,2027-07-02 18:17:20.000+0000,2027-01-20 22:30:48.000+0000
Test new spacecraft model,1d9bb980-18ec-11f2-8080-808080808080,2027-09-29 13:46:32.000+0000,2027-01-01 14:57:00.000+0000
Push the boundaries of human exploration,91e30e00-1609-11f2-8080-808080808080,2027-12-27 22:18:12.000+0000,2027-05-25 14:49:33.000+0000
Crew rotation,23c31c00-1521-11f2-8080-808080808080,2027-12-07 06:50:33.000+0000,2027-07-22 00:35:59.000+0000
Tourist flight,02dac800-1448-11f2-8080-808080808080,2027-11-07 00:30:36.000+0000,2027-03-27 06:21:30.000+0000
Tourist flight,6e18a000-1430-11f2-8080-808080808080,2027-10-17 08:59:02.000+0000,2027-03-24 09:11:35.000+0000
Land on Mars,61207c00-0888-11f2-8080-808080808080,2027-09-28 12:36:43.000+0000,2027-07-01 12:30:45.000+0000
Land on Mars,77a2b980-0675-11f2-8080-808080808080,2027-12-20 03:08:25.000+0000,2027-02-18 12:31:04.000+0000
Land on Mars,98c2c600-05f3-11f2-8080-808080808080,2027-06-25 20:49:59.000+0000,2027-02-23 09:00:57.000+0000
Failed to board Salyut 6 space station. First Bulgarian in space (Ivanov).,4c30f400-8320-11bc-8080-808080808080,1979-04-12 16:35:00.000+0000,1979-04-10 17:34:00.000+0000
Deploy new internet beacons,e0237780-e334-11ef-8080-808080808080,2025-05-21 07:08:08.000+0000,2025-03-19 15:25:57.000+0000
Tourist flight,44cfae00-e14c-11ef-8080-808080808080,2025-12-14 21:29:00.000+0000,2025-10-17 19:16:07.000+0000
Find new forms of life,5eb9c280-e145-11ef-8080-808080808080,2025-10-03 02:37:21.000+0000,2025-09-04 23:15:49.000+0000
Go to edge of solar system,fb973580-e049-11ef-8080-808080808080,2025-11-28 09:55:10.000+0000,2025-04-21 22:23:35.000+0000
Go to edge of solar system,05481580-dbd2-11ef-8080-808080808080,2025-04-07 13:18:17.000+0000,2025-03-24 11:37:31.000+0000
Find new forms of life,1a359200-db5b-11ef-8080-808080808080,2025-09-19 05:57:01.000+0000,2025-05-01 11:53:28.000+0000
Land on Mars,78c40a00-d9bb-11ef-8080-808080808080,2025-07-05 04:26:12.000+0000,2025-06-16 06:52:21.000+0000
Find new forms of life,42cfa900-d28a-11ef-8080-808080808080,2025-12-06 11:26:32.000+0000,2025-06-16 15:05:18.000+0000
Tourist flight,8a90dd80-d09c-11ef-8080-808080808080,2025-05-26 15:10:31.000+0000,2025-02-06 14:45:05.000+0000
Land on Mars,9657e680-c7f6-11ef-8080-808080808080,2025-11-16 09:51:38.000+0000,2025-10-11 06:23:40.000+0000
ISS crew rotation.,96844000-1ca4-11e2-8080-808080808080,2013-03-16 00:00:00.000+0000,2012-10-23 00:00:00.000+0000
Astronomical observations.,48d78a00-c144-11b7-8080-808080808080,1975-02-10 11:02:00.000+0000,1975-01-11 21:43:00.000+0000
Hubble Space Telescope servicing mission.,8162ca00-83ec-11d0-8080-808080808080,1997-02-21 08:32:00.000+0000,1997-02-11 08:55:00.000+0000
Delivery of Japanese exposed facility and crew rotation,70774000-70d2-11de-8080-808080808080,2009-07-31 00:00:00.000+0000,2009-07-15 00:00:00.000+0000
First crew transfer between space vehicles. First docking of two manned spacecraft.,9f5a4c00-0976-11b1-8080-808080808080,1969-01-17 06:50:00.000+0000,1969-01-14 07:30:00.000+0000
Bring supplies to space center,bbbf4a00-ff35-11ef-8080-808080808080,2025-11-09 13:34:29.000+0000,2025-08-10 15:28:57.000+0000
Push the boundaries of human exploration,c35a6f80-f8f3-11ef-8080-808080808080,2025-06-11 02:38:36.000+0000,2025-02-16 12:34:55.000+0000
Crew rotation,27266d80-f8df-11ef-8080-808080808080,2025-04-06 04:58:45.000+0000,2025-03-04 12:25:31.000+0000
Deploy satellites,65a6a180-f2bb-11ef-8080-808080808080,2025-11-11 06:35:15.000+0000,2025-09-09 16:55:33.000+0000
